Current Evaluation Model of Likelihood to Leave,EmployeeLeft,Hired through SMTP,Marked for PHT Program,Recruiting Location Code,Salary,"Survey, Relative, Attitude toward Environment","Survey, Relative, Attitude toward Peers","Survey, Relative, Peer's Average Attitude toward Peers","Survey, Relative, Peer's Average Attitude toward Work/Life Balance",University
35.0,1.0,1,0,63997,58000.96,5,3,1,4,St. Norbert College
42.3,1.0,1,0,81996,51801.63,5,5,3,1,St. Norbert College
55.3,1.0,1,0,10000,57017.82,5,8,6,3,St. Norbert College
51.2,0.0,1,0,27999,41668.55,3,8,1,1,St. Norbert College
31.6,1.0,0,0,45998,68504.39,5,3,3,3,Enugu State University of Science and Technology
27.1,1.0,1,1,63997,54921.25,5,4,7,3,Enugu State University of Science and Technology
28.4,1.0,0,1,27999,56044.69,5,4,1,4,NHTV Breda University of Professional Education
22.9,0.0,0,0,81996,45077.66,1,1,2,3,NHTV Breda University of Professional Education
30.9,0.0,0,1,81996,53325.59,5,8,1,1,Université de Corse Pascal Paoli
38.8,0.0,1,0,27999,47236.9,2,2,1,3,St. Norbert College
38.9,1.0,1,1,45998,40516.4,5,2,1,3,St. Norbert College
55.4,0.0,1,1,81996,48985.83,4,3,2,1,Enugu State University of Science and Technology
42.4,0.0,0,1,45998,54962.42,1,6,2,1,NHTV Breda University of Professional Education
39.5,0.0,0,0,10000,45464.85,4,3,1,3,Nazarene Bible College
30.6,0.0,0,1,63997,46756.91,3,6,4,3,Université de Corse Pascal Paoli
39.6,0.0,1,0,81996,45974.28,3,2,2,1,Enugu State University of Science and Technology
45.2,0.0,0,0,45998,45340.21,3,5,2,1,NHTV Breda University of Professional Education
26.8,0.0,0,0,27999,54794.65,3,3,5,1,Université de Corse Pascal Paoli
48.8,0.0,1,1,63997,41372.78,5,6,1,1,COMSATS Institute of Information Technology
39.9,0.0,0,0,63997,52563.42,5,1,1,3,Enugu State University of Science and Technology
46.0,1.0,0,0,63997,44648.35,4,6,1,2,St. Norbert College
23.8,0.0,0,1,10000,42989.05,1,8,3,3,Nazarene Bible College
21.6,1.0,0,0,63997,41422.89,5,5,2,5,NHTV Breda University of Professional Education
40.8,0.0,0,1,63997,58482.87,5,8,1,1,Université de Corse Pascal Paoli
8.6,0.0,1,0,81996,53331.23,5,3,2,1,Nazarene Bible College
28.9,1.0,0,0,63997,46801.07,4,3,1,4,Enugu State University of Science and Technology
36.2,1.0,0,1,10000,46669.5,5,1,7,3,St. Norbert College
44.8,0.0,1,1,45998,44173.81,2,6,3,5,St. Norbert College
34.5,1.0,1,0,27999,52967.63,5,2,6,4,COMSATS Institute of Information Technology
33.2,1.0,0,1,27999,45073.68,5,3,2,3,Enugu State University of Science and Technology
34.9,0.0,0,1,45998,44618.48,5,4,2,3,Université de Corse Pascal Paoli
27.4,0.0,0,1,27999,44063.62,2,1,6,2,COMSATS Institute of Information Technology
37.3,1.0,0,0,81996,43445.03,5,7,1,3,COMSATS Institute of Information Technology
52.7,1.0,0,0,81996,55100.16,4,6,3,3,St. Norbert College
21.5,1.0,0,1,45998,47141.88,3,3,2,5,NHTV Breda University of Professional Education
41.9,0.0,0,0,63997,52985.29,3,1,1,2,Enugu State University of Science and Technology
27.4,0.0,0,0,45998,51356.54,4,4,2,1,Université de Corse Pascal Paoli
34.2,1.0,0,0,81996,47283.18,5,2,7,2,NHTV Breda University of Professional Education
25.3,1.0,1,1,45998,67812.32,3,4,2,2,St. Norbert College
37.1,0.0,1,1,27999,42909.86,5,8,7,1,NHTV Breda University of Professional Education
33.5,1.0,1,1,63997,63343.23,5,2,2,2,St. Norbert College
41.4,1.0,1,1,81996,63602.89,5,7,3,2,St. Norbert College
26.7,0.0,1,1,81996,45061.15,5,4,4,3,Université de Corse Pascal Paoli
51.5,0.0,0,0,45998,49449.93,5,3,1,4,Enugu State University of Science and Technology
36.9,0.0,0,0,10000,51172.83,3,8,3,1,Enugu State University of Science and Technology
44.3,0.0,0,1,27999,46457.54,2,4,1,2,Enugu State University of Science and Technology
28.3,0.0,0,1,10000,48131.23,4,1,3,2,St. Norbert College
37.1,0.0,1,0,45998,46781.69,5,2,7,2,NHTV Breda University of Professional Education
26.7,0.0,0,0,63997,46719.09,4,4,2,1,St. Norbert College
42.5,1.0,1,0,45998,44988.38,3,3,1,4,St. Norbert College
54.0,0.0,1,1,63997,43979.02,4,4,1,1,St. Norbert College
49.0,1.0,0,0,63997,53696.13,5,6,5,1,St. Norbert College
29.7,0.0,1,1,45998,44502.01,4,3,1,1,Enugu State University of Science and Technology
31.3,1.0,0,1,45998,43848.62,5,8,3,3,Enugu State University of Science and Technology
34.3,0.0,1,0,45998,48539.64,1,5,1,2,COMSATS Institute of Information Technology
37.2,1.0,1,0,81996,49184.14,3,6,3,4,St. Norbert College
46.1,0.0,0,1,63997,45703.83,3,3,2,2,COMSATS Institute of Information Technology
20.9,0.0,0,1,63997,47755.53,5,6,4,1,St. Norbert College
28.7,1.0,0,1,27999,57735.78,5,5,4,3,Nazarene Bible College
26.4,1.0,1,0,63997,59142.26,5,6,5,4,St. Norbert College
17.0,1.0,0,1,81996,47179.08,5,2,6,3,St. Norbert College
28.6,0.0,1,0,81996,43145.84,1,3,1,1,St. Norbert College
58.7,0.0,0,0,81996,43147.18,5,3,2,1,Nazarene Bible College
45.0,0.0,1,0,81996,48662.1,2,4,4,2,Enugu State University of Science and Technology
35.2,1.0,0,0,45998,54726.29,5,3,1,3,NHTV Breda University of Professional Education
44.5,1.0,1,0,45998,41566.97,5,1,4,4,NHTV Breda University of Professional Education
44.8,1.0,1,1,10000,52239.52,3,5,1,5,Nazarene Bible College
50.8,1.0,0,0,63997,43277.38,5,2,4,3,Enugu State University of Science and Technology
43.8,1.0,1,1,81996,65519.39,5,7,1,1,Enugu State University of Science and Technology
19.6,0.0,0,0,81996,50220.82,3,5,5,2,St. Norbert College
29.3,0.0,0,1,63997,44852.47,1,2,3,4,COMSATS Institute of Information Technology
40.4,1.0,1,0,81996,48192.72,5,5,3,3,St. Norbert College
32.8,1.0,1,1,45998,55021.13,5,3,7,3,NHTV Breda University of Professional Education
48.9,0.0,1,1,45998,52722.81,5,1,4,1,Enugu State University of Science and Technology
27.5,0.0,0,1,45998,43235.61,2,1,2,3,St. Norbert College
44.4,0.0,1,1,10000,48433.81,2,6,2,4,St. Norbert College
36.0,0.0,1,1,27999,56392.73,1,8,1,2,St. Norbert College
35.0,0.0,0,1,27999,42097.1,5,2,5,1,St. Norbert College
41.0,1.0,0,0,45998,61664.03,1,2,6,4,Enugu State University of Science and Technology
30.8,0.0,0,0,63997,52850.09,2,5,3,3,Enugu State University of Science and Technology
44.7,0.0,0,0,27999,42298.48,4,3,5,1,COMSATS Institute of Information Technology
34.7,0.0,0,1,81996,41578.51,5,2,1,3,NHTV Breda University of Professional Education
40.9,1.0,1,1,45998,41403.83,1,4,2,1,Enugu State University of Science and Technology
46.7,1.0,1,1,81996,45533.92,5,7,1,3,St. Norbert College
46.2,0.0,1,0,45998,52955.53,2,1,5,1,Enugu State University of Science and Technology
49.4,1.0,0,1,45998,55440.48,5,4,2,5,NHTV Breda University of Professional Education
29.3,0.0,1,0,27999,44351.03,5,3,2,1,NHTV Breda University of Professional Education
22.0,0.0,1,0,63997,54082.35,1,4,1,1,Enugu State University of Science and Technology
35.2,1.0,0,1,81996,50064.76,5,5,6,5,Nazarene Bible College
36.0,1.0,0,1,10000,42319.7,3,3,4,3,COMSATS Institute of Information Technology
43.6,1.0,0,0,45998,47035.01,2,3,7,4,St. Norbert College
43.3,0.0,0,1,81996,50226.44,2,2,1,2,St. Norbert College
37.3,1.0,1,0,81996,51597.48,5,4,7,2,St. Norbert College
19.9,0.0,1,1,45998,51821.39,2,6,4,2,Enugu State University of Science and Technology
44.2,0.0,0,0,45998,48411.34,2,3,1,1,St. Norbert College
22.6,0.0,1,1,63997,47004.45,4,4,1,2,St. Norbert College
47.2,1.0,0,0,63997,50483.84,5,3,5,2,Enugu State University of Science and Technology
27.4,0.0,1,1,81996,41995.41,5,3,3,1,Université de Corse Pascal Paoli
48.2,0.0,1,0,81996,42799.22,3,4,1,3,COMSATS Institute of Information Technology
44.1,0.0,0,0,81996,49784.68,5,3,4,1,Université de Corse Pascal Paoli
39.1,0.0,0,1,81996,43488.62,4,5,4,3,NHTV Breda University of Professional Education
41.5,0.0,0,0,81996,45259.18,3,8,2,5,Université de Corse Pascal Paoli
28.6,1.0,0,0,81996,43736.37,5,3,1,3,St. Norbert College
20.3,1.0,1,0,45998,52851.85,5,5,1,1,NHTV Breda University of Professional Education
55.6,1.0,0,1,63997,44723.46,5,2,4,2,St. Norbert College
44.1,0.0,0,1,63997,58870.06,2,4,1,1,Université de Corse Pascal Paoli
44.7,0.0,0,1,27999,42124.18,2,2,1,2,St. Norbert College
13.9,1.0,1,1,63997,43535.43,4,6,1,2,COMSATS Institute of Information Technology
33.7,1.0,1,1,81996,47474.39,5,4,4,4,St. Norbert College
19.4,1.0,0,0,45998,50325.8,4,4,2,3,St. Norbert College
46.0,0.0,1,0,27999,49396.77,5,5,1,1,NHTV Breda University of Professional Education
43.5,0.0,1,0,81996,42080.61,5,1,1,2,NHTV Breda University of Professional Education
39.4,1.0,1,1,81996,49629.83,5,6,1,3,Enugu State University of Science and Technology
41.8,1.0,1,0,10000,41013.16,5,3,2,5,NHTV Breda University of Professional Education
50.8,0.0,0,1,63997,47354.96,5,3,3,1,COMSATS Institute of Information Technology
26.9,0.0,0,0,81996,42573.18,1,5,2,1,COMSATS Institute of Information Technology
45.1,0.0,1,1,63997,52473.34,3,2,3,2,St. Norbert College
60.6,1.0,1,1,81996,44544.1,5,8,3,3,St. Norbert College
31.4,0.0,1,1,81996,52507.76,3,3,1,3,St. Norbert College
30.9,0.0,1,0,45998,49979.75,3,3,1,1,NHTV Breda University of Professional Education
16.5,1.0,0,0,81996,50246.92,4,4,1,4,NHTV Breda University of Professional Education
24.5,1.0,1,0,81996,54593.0,5,6,1,3,St. Norbert College
58.9,1.0,0,1,81996,48633.95,5,1,5,4,St. Norbert College
39.0,0.0,1,1,45998,56922.1,5,5,3,2,Université de Corse Pascal Paoli
38.8,0.0,1,0,27999,40482.17,2,1,1,2,Université de Corse Pascal Paoli
25.4,0.0,1,1,45998,54483.55,2,2,1,5,Nazarene Bible College
43.9,1.0,0,0,81996,44836.26,3,2,3,3,St. Norbert College
38.3,0.0,1,1,27999,49545.21,5,5,1,4,Enugu State University of Science and Technology
23.9,0.0,1,0,45998,46725.77,4,2,2,1,St. Norbert College
46.4,1.0,1,1,63997,43084.96,3,4,4,1,NHTV Breda University of Professional Education
48.9,1.0,0,1,27999,50847.35,5,7,3,4,Enugu State University of Science and Technology
39.8,0.0,1,1,27999,58683.48,4,3,1,2,COMSATS Institute of Information Technology
12.0,1.0,1,0,63997,45569.22,4,6,2,5,COMSATS Institute of Information Technology
29.6,0.0,1,1,63997,50444.35,3,8,1,2,St. Norbert College
38.3,0.0,1,0,45998,50203.8,4,2,6,1,St. Norbert College
31.6,0.0,0,0,81996,45670.95,3,5,3,3,Nazarene Bible College
37.2,0.0,1,0,81996,46402.23,5,1,2,1,Université de Corse Pascal Paoli
25.4,1.0,0,0,81996,48056.42,3,6,1,4,Enugu State University of Science and Technology
34.8,0.0,0,1,27999,50269.69,1,2,3,2,NHTV Breda University of Professional Education
30.9,0.0,1,0,63997,41796.51,5,2,7,2,Université de Corse Pascal Paoli
52.2,0.0,1,1,63997,52298.77,5,7,1,3,Université de Corse Pascal Paoli
38.0,0.0,1,0,81996,41254.63,4,2,2,2,St. Norbert College
26.9,0.0,1,0,81996,48624.78,2,1,1,4,Enugu State University of Science and Technology
33.5,0.0,1,0,81996,45319.51,5,4,2,1,Enugu State University of Science and Technology
38.1,1.0,1,0,63997,43384.96,4,2,2,4,Enugu State University of Science and Technology
40.1,0.0,1,1,63997,56427.85,5,5,2,2,Université de Corse Pascal Paoli
51.5,0.0,1,0,81996,52363.3,1,4,1,4,St. Norbert College
29.7,0.0,1,1,45998,50003.68,5,1,2,1,COMSATS Institute of Information Technology
41.2,0.0,1,0,63997,45495.19,2,2,2,3,St. Norbert College
23.3,1.0,0,0,45998,41056.67,4,6,1,4,St. Norbert College
51.3,1.0,1,1,27999,43060.17,5,6,1,4,St. Norbert College
37.1,1.0,0,0,81996,47460.41,5,2,3,2,St. Norbert College
37.2,0.0,1,1,81996,44820.03,3,4,7,2,Enugu State University of Science and Technology
51.7,1.0,1,0,63997,43379.69,5,3,2,1,Nazarene Bible College
39.4,0.0,1,0,27999,59096.25,3,8,3,1,COMSATS Institute of Information Technology
46.3,0.0,0,1,45998,48451.71,1,2,1,3,Enugu State University of Science and Technology
50.8,1.0,0,0,27999,49224.77,5,6,2,4,Enugu State University of Science and Technology
41.0,0.0,0,1,81996,47215.36,4,2,1,3,COMSATS Institute of Information Technology
36.6,1.0,0,0,81996,45601.03,4,6,6,3,St. Norbert College
15.3,1.0,1,0,27999,64293.2,4,6,1,3,NHTV Breda University of Professional Education
35.1,0.0,1,0,10000,47692.0,5,6,2,1,COMSATS Institute of Information Technology
39.0,1.0,1,1,63997,56738.08,5,5,5,1,St. Norbert College
50.4,0.0,1,0,81996,50608.85,2,3,3,3,St. Norbert College
39.2,1.0,1,0,45998,44848.03,5,4,2,5,St. Norbert College
50.1,0.0,1,0,63997,47136.63,2,5,3,2,Nazarene Bible College
39.2,1.0,0,0,45998,51965.48,5,3,1,4,Enugu State University of Science and Technology
40.4,0.0,0,0,63997,48066.34,2,5,7,2,St. Norbert College
59.9,1.0,1,1,81996,55054.87,5,4,6,4,St. Norbert College
23.5,1.0,1,1,45998,52677.88,5,2,2,3,COMSATS Institute of Information Technology
48.1,1.0,1,1,81996,50154.53,5,3,1,3,NHTV Breda University of Professional Education
33.9,0.0,0,0,81996,51163.94,2,3,1,1,St. Norbert College
27.1,0.0,1,0,63997,46281.65,4,5,4,1,St. Norbert College
40.5,0.0,0,0,27999,46466.62,5,2,3,1,COMSATS Institute of Information Technology
35.8,0.0,0,1,81996,41135.69,2,2,1,2,NHTV Breda University of Professional Education
32.7,1.0,0,0,45998,50507.0,3,4,6,3,St. Norbert College
38.8,0.0,0,1,27999,42484.85,1,5,3,4,St. Norbert College
51.6,1.0,1,0,45998,68228.24,5,3,3,4,Université de Corse Pascal Paoli
46.2,1.0,1,1,81996,41562.24,4,7,3,4,Enugu State University of Science and Technology
34.6,1.0,1,0,45998,47178.01,3,5,1,5,St. Norbert College
52.8,0.0,0,1,45998,44196.92,4,2,3,3,NHTV Breda University of Professional Education
18.3,0.0,1,1,63997,52333.73,3,3,3,4,Nazarene Bible College
21.2,0.0,1,1,81996,46691.75,2,8,2,5,NHTV Breda University of Professional Education
63.8,0.0,0,1,63997,52441.39,5,4,1,1,NHTV Breda University of Professional Education
30.9,1.0,0,1,81996,53778.28,5,3,3,4,St. Norbert College
40.0,0.0,1,0,45998,50667.55,1,4,6,1,Enugu State University of Science and Technology
48.0,1.0,0,1,81996,51617.4,5,8,5,3,Enugu State University of Science and Technology
46.6,0.0,1,1,45998,42376.58,3,2,7,2,NHTV Breda University of Professional Education
47.3,1.0,0,0,81996,45074.78,5,4,2,2,St. Norbert College
51.7,1.0,0,0,63997,42776.05,1,2,5,5,St. Norbert College
5.8,0.0,0,1,27999,48550.28,5,4,3,1,NHTV Breda University of Professional Education
38.2,0.0,0,0,63997,45273.6,3,3,2,3,St. Norbert College
21.6,1.0,0,1,81996,46192.43,5,2,2,3,St. Norbert College
27.4,0.0,1,1,27999,51212.63,2,5,1,3,St. Norbert College
45.5,1.0,0,0,45998,46585.66,5,2,1,4,Enugu State University of Science and Technology
26.8,0.0,1,1,63997,42850.22,5,5,1,1,St. Norbert College
33.8,1.0,0,0,10000,55855.65,5,4,2,3,Université de Corse Pascal Paoli
33.0,0.0,0,0,27999,40691.74,5,2,2,1,NHTV Breda University of Professional Education
19.6,1.0,0,0,45998,44779.52,5,2,2,3,St. Norbert College
20.0,0.0,0,1,27999,56949.98,3,5,1,1,St. Norbert College
44.9,0.0,0,1,81996,48886.81,3,3,3,2,Nazarene Bible College
40.9,0.0,0,1,45998,56398.38,3,4,7,1,NHTV Breda University of Professional Education
36.4,1.0,1,0,27999,52818.84,5,5,3,1,St. Norbert College
36.2,0.0,0,0,63997,48068.54,5,1,7,4,Enugu State University of Science and Technology
47.8,0.0,0,0,27999,44569.26,2,2,2,4,Enugu State University of Science and Technology
47.4,1.0,0,1,27999,51849.83,5,4,1,5,Enugu State University of Science and Technology
52.2,0.0,0,1,63997,54138.91,1,6,1,1,Université de Corse Pascal Paoli
43.3,1.0,1,1,27999,50774.41,5,6,1,3,St. Norbert College
31.8,0.0,1,1,81996,49918.76,3,4,3,3,St. Norbert College
32.9,0.0,0,0,81996,48538.71,3,4,7,1,Université de Corse Pascal Paoli
22.4,0.0,1,0,81996,48011.92,5,2,3,1,NHTV Breda University of Professional Education
27.1,0.0,0,1,27999,48611.31,4,2,7,1,St. Norbert College
50.3,1.0,1,1,63997,42316.48,5,5,7,5,St. Norbert College
36.5,1.0,1,0,45998,48166.03,5,3,3,1,St. Norbert College
19.1,0.0,1,1,27999,50647.83,2,7,1,1,St. Norbert College
61.2,0.0,0,1,27999,49484.75,3,4,3,2,Enugu State University of Science and Technology
50.4,0.0,0,0,10000,54981.14,2,5,2,1,St. Norbert College
31.4,0.0,1,1,81996,41074.34,5,3,7,2,Université de Corse Pascal Paoli
45.5,1.0,0,0,10000,51625.66,2,5,1,4,Enugu State University of Science and Technology
33.7,0.0,1,0,45998,46303.89,2,4,1,4,Université de Corse Pascal Paoli
37.7,0.0,1,0,63997,42468.43,4,8,1,2,St. Norbert College
32.8,0.0,0,0,81996,43931.64,2,3,2,4,NHTV Breda University of Professional Education
24.7,1.0,1,1,63997,45147.29,3,3,3,5,St. Norbert College
46.4,1.0,1,1,27999,41637.58,5,7,3,3,Enugu State University of Science and Technology
23.5,0.0,1,1,10000,48146.43,5,1,1,1,St. Norbert College
41.2,1.0,0,0,45998,45446.69,5,2,3,5,NHTV Breda University of Professional Education
42.9,1.0,1,1,81996,46145.91,5,4,1,4,St. Norbert College
49.1,0.0,0,1,27999,43719.62,3,4,1,1,Nazarene Bible College
23.9,0.0,0,1,81996,45294.9,5,4,1,2,Enugu State University of Science and Technology
23.3,0.0,1,0,45998,43208.13,5,2,3,1,Nazarene Bible College
52.2,0.0,1,0,27999,43031.93,2,3,7,2,St. Norbert College
34.0,0.0,0,0,63997,42660.15,3,4,5,3,St. Norbert College
46.7,0.0,1,1,81996,46624.45,4,3,2,2,Enugu State University of Science and Technology
35.8,1.0,0,1,27999,57163.6,5,5,1,2,Enugu State University of Science and Technology
35.3,0.0,1,0,45998,42633.43,1,4,4,2,COMSATS Institute of Information Technology
38.1,0.0,0,1,27999,42626.0,4,6,7,2,Nazarene Bible College
32.2,1.0,0,0,45998,46699.46,3,3,1,3,St. Norbert College
36.3,0.0,0,1,81996,46435.64,3,4,2,1,Enugu State University of Science and Technology
34.2,1.0,0,1,27999,71292.21,3,2,2,4,NHTV Breda University of Professional Education
7.5,1.0,0,0,63997,58401.9,5,3,2,5,St. Norbert College
33.5,1.0,1,0,45998,44254.83,5,8,1,3,Enugu State University of Science and Technology
49.2,1.0,1,0,81996,50469.33,5,4,5,1,St. Norbert College
23.1,0.0,1,1,45998,42955.9,2,3,2,2,Université de Corse Pascal Paoli
46.3,0.0,0,0,81996,42933.2,2,3,2,2,St. Norbert College
37.0,0.0,0,0,81996,49122.87,4,3,1,1,Université de Corse Pascal Paoli
27.5,0.0,1,1,45998,54669.69,2,6,2,4,Enugu State University of Science and Technology
39.5,1.0,0,0,63997,54188.68,2,4,2,4,Enugu State University of Science and Technology
43.7,0.0,1,0,63997,44375.07,3,2,3,3,Enugu State University of Science and Technology
38.1,0.0,0,0,45998,53470.04,3,6,1,2,COMSATS Institute of Information Technology
36.9,0.0,1,1,81996,43619.78,3,3,3,2,Université de Corse Pascal Paoli
42.7,1.0,1,0,81996,49500.03,5,3,4,4,Enugu State University of Science and Technology
45.8,0.0,1,0,45998,44288.08,2,2,1,2,Université de Corse Pascal Paoli
32.6,1.0,1,0,10000,48111.7,5,2,2,4,St. Norbert College
46.0,1.0,1,1,63997,64865.76,2,6,1,3,St. Norbert College
36.7,1.0,0,1,63997,59785.12,4,2,7,4,Université de Corse Pascal Paoli
41.4,1.0,1,1,45998,43805.97,3,3,5,5,St. Norbert College
36.4,1.0,1,1,63997,44809.16,5,4,5,5,NHTV Breda University of Professional Education
34.6,1.0,0,0,45998,41543.66,5,3,2,2,St. Norbert College
27.6,1.0,1,1,45998,56500.92,4,3,5,3,Enugu State University of Science and Technology
24.2,0.0,0,1,63997,56359.84,5,3,2,1,Université de Corse Pascal Paoli
40.6,1.0,1,0,63997,47241.7,5,5,6,4,St. Norbert College
31.8,1.0,1,0,81996,62876.21,5,6,7,2,Université de Corse Pascal Paoli
35.4,0.0,0,0,10000,48510.46,3,4,2,1,St. Norbert College
37.2,0.0,1,1,63997,49002.26,5,6,2,3,Nazarene Bible College
35.1,1.0,0,1,63997,46310.18,2,3,2,3,COMSATS Institute of Information Technology
50.1,1.0,0,1,27999,43960.58,1,5,3,2,COMSATS Institute of Information Technology
28.4,1.0,0,0,81996,45949.93,5,5,2,2,St. Norbert College
34.7,1.0,1,1,45998,51255.22,5,4,7,5,St. Norbert College
39.7,0.0,0,0,45998,49567.17,2,4,2,2,Université de Corse Pascal Paoli
51.5,1.0,1,1,81996,54960.96,4,8,2,3,Enugu State University of Science and Technology
41.1,1.0,1,1,45998,54375.24,3,4,4,4,NHTV Breda University of Professional Education
41.9,0.0,1,0,27999,49368.69,3,4,1,2,COMSATS Institute of Information Technology
36.3,0.0,0,1,63997,50978.52,2,3,1,1,Enugu State University of Science and Technology
22.8,1.0,1,0,27999,44038.17,5,2,1,2,St. Norbert College
39.1,0.0,0,0,45998,41498.94,2,6,2,2,St. Norbert College
18.5,1.0,1,1,63997,58276.76,4,4,2,4,Enugu State University of Science and Technology
18.2,0.0,1,1,63997,44903.54,2,2,1,1,NHTV Breda University of Professional Education
39.3,0.0,1,0,81996,43240.68,5,5,3,3,Université de Corse Pascal Paoli
38.7,0.0,1,1,27999,47228.04,2,4,5,2,NHTV Breda University of Professional Education
54.3,0.0,1,1,45998,48850.75,5,5,2,2,NHTV Breda University of Professional Education
28.5,1.0,1,0,81996,57029.46,5,1,3,4,St. Norbert College
41.6,1.0,1,0,81996,46706.85,4,2,2,3,Enugu State University of Science and Technology
39.2,0.0,1,0,63997,51072.95,3,2,4,1,Université de Corse Pascal Paoli
58.7,1.0,1,0,81996,46152.65,5,5,2,3,NHTV Breda University of Professional Education
32.0,1.0,1,0,81996,45385.41,5,2,7,3,NHTV Breda University of Professional Education
30.2,0.0,0,0,10000,47814.38,2,3,7,3,COMSATS Institute of Information Technology
51.1,0.0,0,0,81996,45412.76,2,3,2,4,Université de Corse Pascal Paoli
43.1,1.0,1,0,27999,72117.43,5,4,2,4,COMSATS Institute of Information Technology
42.2,0.0,1,0,45998,52194.43,5,1,5,2,Université de Corse Pascal Paoli
45.5,1.0,0,1,63997,44235.1,5,3,3,2,St. Norbert College
46.9,1.0,1,0,63997,49155.59,5,6,5,3,St. Norbert College
43.2,1.0,1,1,63997,41146.04,5,8,3,5,St. Norbert College
43.2,0.0,0,0,45998,43989.22,3,8,1,3,Enugu State University of Science and Technology
46.4,1.0,0,0,63997,71097.91,5,4,4,5,COMSATS Institute of Information Technology
33.3,0.0,0,1,81996,44728.68,2,5,1,4,St. Norbert College
